,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
111003,2015,"1A  Percy Lane, Ballsbridge, Dublin 4,Dublin,Ireland",19/10/2015,"1A  Percy Lane, Ballsbridge, Dublin 4",Dublin 4,Dublin,969163,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,19/10/2015,"1 Percy Pl, Dublin 4, D04 R9D0, Ireland",ROOFTOP,53.3371652,-6.240035,D04 R9D0,street_address,Dublin City,Pembroke West C,2132,Dublin,268117002
111054,2015,"1B and IC Sandymount Avenue, Ballsbridge, Dublin 4,Dublin,Ireland",25/11/2015,"1B and IC Sandymount Avenue, Ballsbridge, Dublin 4",Dublin 4,Dublin,8000,No,No,New Dwelling house /Apartment,greater than 125 sq metres,25/11/2015,"Dublin, Ireland",APPROXIMATE,53.3498053,-6.2603097,,"locality,political",Dublin City,North City,2075,Dublin,268106016
111056,2015,"1C Percy Lane, Ballsbridge, Dublin 4,Dublin,Ireland",17/06/2015,"1C Percy Lane, Ballsbridge, Dublin 4",Dublin 4,Dublin,1057268.73,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,17/06/2015,"1 Percy Pl, Dublin 4, D04 R9D0, Ireland",ROOFTOP,53.3371652,-6.240035,D04 R9D0,street_address,Dublin City,Pembroke West C,2132,Dublin,268117002
111251,2015,"2 Bracken Park Close, Carpenterstown Road, Castleknock,Dublin,Ireland",02/10/2015,"2 Bracken Park Close, Carpenterstown Road, Castleknock",Dublin 15,Dublin,524228,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,02/10/2015,"Carpenterstown Road, Castleknock, Dublin, Ireland",GEOMETRIC_CENTER,53.3668103,-6.3707698,,route,Fingal,Castleknock-Knockmaroon,4016,Dublin,267040064
111252,2015,"2 Briarfield, Kilbarrack Road, Kilbarrack,Dublin,Ireland",21/12/2015,"2 Briarfield, Kilbarrack Road, Kilbarrack",Dublin 5,Dublin,423850,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21/12/2015,"Briarfield House, Kilbarrack Rd, Donaghmede, Dublin 5, Ireland",ROOFTOP,53.3884397,-6.1522283,,premise,Dublin City,Raheny-Greendale,2086,Dublin,268125006
111254,2015,"2 Burrow Heath, Station Road, Sutton,Dublin,Ireland",23/07/2015,"2 Burrow Heath, Station Road, Sutton",Dublin 13,Dublin,634362,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,23/07/2015,"Sutton, Co. Dublin, Ireland",APPROXIMATE,53.3895166,-6.1103064,,"locality,political",Fingal,Howth,4024,Dublin,267095020
111426,2015,"2 Castleview Walk, Castleview, Artane,Dublin,Ireland",23/12/2015,"2 Castleview Walk, Castleview, Artane",Dublin 5,Dublin,220000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23/12/2015,"Artane, Co. Dublin, Ireland",APPROXIMATE,53.3831976,-6.2095194,,"locality,political",Dublin City,Beaumont C,2023,Dublin,268023010
111431,2015,"2 Charlemont Mews, Howth Road, Clontarf,Dublin,Ireland",06/02/2015,"2 Charlemont Mews, Howth Road, Clontarf",Dublin 3,Dublin,449339.2,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/02/2015,"Howth Rd, Clontarf, Dublin, Ireland",GEOMETRIC_CENTER,53.3728252,-6.2019308,,route,Dublin City,Clontarf East E,2041,Dublin,268045001
111434,2015,"2 Churchwell Rise, Belmayne, Balgriffin,Dublin,Ireland",24/08/2015,"2 Churchwell Rise, Belmayne, Balgriffin",Dublin 13,Dublin,79211.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/08/2015,"2 Churchwell Rd, Belmayne, Baile Átha Cliath 13, D13 VK29, Ireland",ROOFTOP,53.4043656,-6.1754611,D13 VK29,street_address,Dublin City,Grange A,2059,Dublin,268071023/02
111446,2015,"2 Cornmill, Distillery Road,Dublin,Ireland",24/08/2015,"2 Cornmill, Distillery Road",Dublin 3,Dublin,303964,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/08/2015,"2 Corn Mill Row, Distillery Rd, Drumcondra, Dublin 3, D03 RX37, Ireland",ROOFTOP,53.3629988,-6.2492528,D03 RX37,street_address,Dublin City,Drumcondra South B,2048,Dublin,268059004
111449,2015,"2 Cotter Close  Belmont, Aikens Village, Stepaside,Dublin,Ireland",23/03/2015,"2 Cotter Close  Belmont, Aikens Village, Stepaside",Dublin 18,Dublin,325991,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23/03/2015,"Stepaside, Co. Dublin, Ireland",APPROXIMATE,53.2530164,-6.2143331,,"locality,political",Dn Laoghaire-Rathdown,Glencullen,5057,Dublin,267092027
111515,2015,"2 Effra Terrace, Effra Road, Rathmines,Dublin,Ireland",28/07/2015,"2 Effra Terrace, Effra Road, Rathmines",Dublin 6,Dublin,572687,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/07/2015,"Effra Rd, Dublin 6, Ireland",GEOMETRIC_CENTER,53.3206058,-6.2757021,,route,Dublin City,Rathmines West F,2143,Dublin,268137002
111516,2015,"2 Elder Heath Woods, Kiltipper Road, Tallaght,Dublin,Ireland",27/01/2015,"2 Elder Heath Woods, Kiltipper Road, Tallaght",Dublin 24,Dublin,237884,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27/01/2015,"Kiltipper Rd, Dublin 24, Ireland",GEOMETRIC_CENTER,53.2722833,-6.3610805,,route,South Dublin,Bohernabreena,3003,Dublin,267035011
111518,2015,"2 FAIRBROOK HOUSE, BALLYBODEN ROAD, RATHFARNHAM,Dublin,Ireland",23/10/2015,"2 FAIRBROOK HOUSE, BALLYBODEN ROAD, RATHFARNHAM",Dublin 14,Dublin,814978,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,23/10/2015,"Fairbrook House, Ballyboden Rd, Rathfarnham, Dublin 14, Ireland",ROOFTOP,53.2924926,-6.2894463,,premise,South Dublin,Rathfarnham-Butterfield,3023,Dublin,267114002
111551,2015,"2 Friarsland, Clonskeagh,Dublin,Ireland",10/02/2015,"2 Friarsland, Clonskeagh",Dublin 14,Dublin,550660.79,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,10/02/2015,"2 Friarsland Ave, Friarland, Dublin 14, D14 EP11, Ireland",ROOFTOP,53.2992387,-6.2357333,D14 EP11,street_address,Dn Laoghaire-Rathdown,Clonskeagh-Windy Arbour,5031,Dublin,267059005
111617,2015,"2 Goose Green, Grace Park  Road, Drumcondra,Dublin,Ireland",24/04/2015,"2 Goose Green, Grace Park  Road, Drumcondra",Dublin 9,Dublin,370044.05,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,24/04/2015,"Drumcondra, Dublin, Ireland",APPROXIMATE,53.3633833,-6.2578601,,"political,sublocality,sublocality_level_1",Dublin City,Drumcondra South B,2048,Dublin,268059005
111620,2015,"2 Greenacres Lodge, Knocklyon,Dublin,Ireland",14/12/2015,"2 Greenacres Lodge, Knocklyon",Dublin 16,Dublin,550000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14/12/2015,"Greenacres, Orlagh Downs, Scholarstown Rd, Schollarstown, Dublin 16, Ireland",ROOFTOP,53.2764651,-6.3127038,,premise,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085012
111663,2015,"2 Hampton Wood Lawn, Hampton Wood,Dublin,Ireland",27/04/2015,"2 Hampton Wood Lawn, Hampton Wood",Dublin 11,Dublin,211454,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,27/04/2015,"2 Hampton Wood Lawn, Hampton Wood, Dublin 11, D11 N963, Ireland",ROOFTOP,53.4043226,-6.2850605,D11 N963,street_address,Dublin City,Ballymun A,2015,Dublin,268015013
111709,2015,"2 King Street, Clongriffin,Dublin,Ireland",27/01/2015,"2 King Street, Clongriffin",Dublin 13,Dublin,265312,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27/01/2015,"2 King St, Clongriffin, Dublin, Ireland",RANGE_INTERPOLATED,53.4044401,-6.1580381,,street_address,Dublin City,Grange B,2060,Dublin,268072013/01
111752,2015,"2 Ludford Grove, BALLINTEER,Dublin,Ireland",27/02/2015,"2 Ludford Grove, BALLINTEER",Dublin 16,Dublin,629955.95,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27/02/2015,"2 Ludford Rd, Dundrum, Dublin 16, D16 PC99, Ireland",ROOFTOP,53.280728,-6.2460556,D16 PC99,street_address,Dn Laoghaire-Rathdown,Ballinteer-Ludford,5002,Dublin,267009008
111821,2015,"2 Maxwell Square, Rathmines,Dublin,Ireland",25/05/2015,"2 Maxwell Square, Rathmines",Dublin 6,Dublin,475770.92,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25/05/2015,"2 Maxwell Rd, Dublin 6, D06 T9X7, Ireland",ROOFTOP,53.3170737,-6.2679203,D06 T9X7,street_address,Dublin City,Rathmines West D,2141,Dublin,268135011
111908,2015,"2 Orwell Lodge, Orwell Road, Rathgar,Dublin,Ireland",13/03/2015,"2 Orwell Lodge, Orwell Road, Rathgar",Dublin 6,Dublin,444444.44,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,13/03/2015,"2 Orwell View, Orwell Rd, Rathfarnham, Dublin 6, D06 R3H0, Ireland",ROOFTOP,53.3102117,-6.2743827,D06 R3H0,street_address,Dublin City,Rathfarnham,2133,Dublin,268127016
111928,2015,"2 Park Row, Clongriffen,Dublin,Ireland",20/07/2015,"2 Park Row, Clongriffen",Dublin 13,Dublin,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20/07/2015,"2 Park Ave, Clongriffin, Dublin 13, D13 EP08, Ireland",ROOFTOP,53.4031986,-6.157961,D13 EP08,street_address,Dublin City,Grange B,2060,Dublin,268072012
111930,2015,"2 Phoenix Mews, Castleknock,Dublin,Ireland",20/03/2015,"2 Phoenix Mews, Castleknock",Dublin 15,Dublin,700440.53,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,20/03/2015,"2 Phoenix Ave, Ashtown, Dublin 15, D15 X6HX, Ireland",ROOFTOP,53.3777637,-6.3542027,D15 X6HX,street_address,Fingal,Castleknock-Park,4017,Dublin,267041011
111989,2015,"2 Rexdon Court, Ballsbridge,Dublin,Ireland",19/03/2015,"2 Rexdon Court, Ballsbridge",Dublin 4,Dublin,607929,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,19/03/2015,"Apartment 11, Rexdon Court, Sandymount Ave, Dublin 4, Ireland",ROOFTOP,53.3264703,-6.2235461,,premise,Dublin City,Pembroke East E,2129,Dublin,268114006
111997,2015,"2 Rossan Court, Waterville, Blanchardstown,Dublin,Ireland",06/11/2015,"2 Rossan Court, Waterville, Blanchardstown",Dublin 15,Dublin,250515.62,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/11/2015,"Blanchardstown, Dublin, Ireland",APPROXIMATE,53.3825381,-6.3644424,,"political,sublocality,sublocality_level_1",Fingal,Blanchardstown-Abbotstown,4008,Dublin,267027001
112102,2015,"2 Sallygrove, Ballycullen,Dublin,Ireland",20/11/2015,"2 Sallygrove, Ballycullen",Dublin 24,Dublin,292951.54,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,20/11/2015,"2 Sally Park Cl, Knocklyon, Dublin 24, D24 V2C2, Ireland",ROOFTOP,53.2858256,-6.3311695,D24 V2C2,street_address,South Dublin,Firhouse Village,3014,Dublin,267084039
112117,2015,"2 Stocking Well Close, Stocking Avenue, Rathfarnham,Dublin,Ireland",09/03/2015,"2 Stocking Well Close, Stocking Avenue, Rathfarnham",Dublin 16,Dublin,237885,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/03/2015,"Stocking Well Row, Ballycullen, Dublin, Ireland",GEOMETRIC_CENTER,53.2727917,-6.3193542,,route,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085014/02
112258,2015,"2 The Mews, Doddervale, Churchtown,Dublin,Ireland",29/06/2015,"2 The Mews, Doddervale, Churchtown",Dublin 14,Dublin,422500,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,29/06/2015,"2 Dodder Vale, Newtown Little, Dublin 14, D14 P9T8, Ireland",ROOFTOP,53.3064705,-6.2640937,D14 P9T8,street_address,Dn Laoghaire-Rathdown,Churchtown-Orwell,5025,Dublin,267045002
112332,2015,"2 Wellfield, Churchtown,Dublin,Ireland",04/08/2015,"2 Wellfield, Churchtown",Dublin 14,Dublin,691629.27,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,04/08/2015,"Churchtown, Co. Dublin, Ireland",APPROXIMATE,53.2936028,-6.2472353,,"locality,political",Dn Laoghaire-Rathdown,Churchtown-Woodlawn,5026,Dublin,267046001
112358,2015,"2/3 Blessington Court, Dublin 7,Dublin,Ireland",29/10/2015,"2/3 Blessington Court, Dublin 7",Dublin 7,Dublin,340000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,29/10/2015,"2 Blessington Rd, Co. Dublin, Ireland",RANGE_INTERPOLATED,53.2746497,-6.4113341,,street_address,South Dublin,Ballinascorney,3001,Dublin,267006001
112362,2015,"20  DISWELLSTOWN  GREEN, HAMILTON PARK, CASTLEKNOCK,Dublin,Ireland",23/11/2015,"20  DISWELLSTOWN  GREEN, HAMILTON PARK, CASTLEKNOCK",Dublin 15,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23/11/2015,"Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.3736519,-6.3584191,,"locality,political",Fingal,Castleknock-Park,4017,Dublin,267041007
112421,2015,"20 BRACKEN VIEW, CASTLEKNOCK, DUBLIN 15,Dublin,Ireland",10/07/2015,"20 BRACKEN VIEW, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,334801,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/07/2015,"Dublin, Ireland",APPROXIMATE,53.3498053,-6.2603097,,"locality,political",Dublin City,North City,2075,Dublin,268106016
112434,2015,"20 Barnwell Way, Hansfield, Ongar,Dublin,Ireland",10/12/2015,"20 Barnwell Way, Hansfield, Ongar",Dublin 15,Dublin,265000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10/12/2015,"20 Barnwell Ave., Hansfield, Dublin 15, D15 P9CH, Ireland",ROOFTOP,53.3926438,-6.4417679,D15 P9CH,street_address,Fingal,Blanchardstown-Blakestown,4009,Dublin,267028004/01
112447,2015,"20 Burnell Green, Northern Cross, Malahide Road,Dublin,Ireland",01/05/2015,"20 Burnell Green, Northern Cross, Malahide Road",Dublin 17,Dublin,132787,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01/05/2015,"Apartment 74, Burnell Green, Malahide Rd, Northern Cross, Dublin 17, Ireland",ROOFTOP,53.4055046,-6.1790651,,premise,Dublin City,Priorswood C,2082,Dublin,268119015/268119016
112512,2015,"20 Churchwell Rise, Belmayne, Balgriffin,Dublin,Ireland",24/08/2015,"20 Churchwell Rise, Belmayne, Balgriffin",Dublin 13,Dublin,127669.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24/08/2015,"20 Churchwell Rd, Belmayne, Dublin 13, D13 WD61, Ireland",ROOFTOP,53.4043188,-6.1734082,D13 WD61,street_address,Dublin City,Grange A,2059,Dublin,268071023/02
112531,2015,"20 Dalriada Park, Knocklyon, Dublin 16,Dublin,Ireland",16/12/2015,"20 Dalriada Park, Knocklyon, Dublin 16",Dublin 16,Dublin,313744.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16/12/2015,"20 Dalriada Ave, Ballycullen, Dublin 16, D16 RD88, Ireland",ROOFTOP,53.2717399,-6.3262728,D16 RD88,street_address,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085005/267085009
112535,2015,"20 Dermot Street, Clongriffin,Dublin,Ireland",28/08/2015,"20 Dermot Street, Clongriffin",Dublin 13,Dublin,275000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28/08/2015,"20 Dermot St, Clongriffin, Dublin, Ireland",RANGE_INTERPOLATED,53.4039717,-6.1567133,,street_address,Dublin City,Grange B,2060,Dublin,268072012
112536,2015,"20 Diswellstown Way, Hamilton Park, Castleknock,Dublin,Ireland",04/12/2015,"20 Diswellstown Way, Hamilton Park, Castleknock",Dublin 15,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,04/12/2015,"Castleknock, Co. Dublin, Ireland",APPROXIMATE,53.3736519,-6.3584191,,"locality,political",Fingal,Castleknock-Park,4017,Dublin,267041007
112559,2015,"20 Fairhaven Ave. Castleknock Road, Castleknock  Dublin 15,Dublin,Ireland",18/09/2015,"20 Fairhaven Ave. Castleknock Road, Castleknock  Dublin 15",Dublin 15,Dublin,490000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18/09/2015,"Dublin, Ireland",APPROXIMATE,53.3498053,-6.2603097,,"locality,political",Dublin City,North City,2075,Dublin,268106016
112585,2015,"20 Grange Hill, Harold's Grange Road, Rathfarnham,Dublin,Ireland",16/12/2015,"20 Grange Hill, Harold's Grange Road, Rathfarnham",Dublin 14,Dublin,590000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,16/12/2015,"Grange Manor, Harold's Grange Rd, Rathfarnham, Dublin 16, Ireland",ROOFTOP,53.2681228,-6.2595665,,premise,Dn Laoghaire-Rathdown,Tibradden,5069,Dublin,267159002
112588,2015,"20 HAMPTON WOOD DRIVE, HAMPTON WOOD, FINGLAS,Dublin,Ireland",14/04/2015,"20 HAMPTON WOOD DRIVE, HAMPTON WOOD, FINGLAS",Dublin 11,Dublin,132158.59,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14/04/2015,"20 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 YH51, Ireland",ROOFTOP,53.4054454,-6.2900374,D11 YH51,street_address,Dublin City,Ballymun A,2015,Dublin,268015009
112607,2015,"20 Hampton Wood Way, Hampton Wood, Dublin 11,Dublin,Ireland",01/04/2015,"20 Hampton Wood Way, Hampton Wood, Dublin 11",Dublin 11,Dublin,185022,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01/04/2015,"20 Hampton Wood Way, Hampton Wood, Dublin 11, D11 P683, Ireland",ROOFTOP,53.404051,-6.2860473,D11 P683,street_address,Dublin City,Ballymun A,2015,Dublin,268015013
112610,2015,"20 Hersil Wood, Knocklyon,Dublin,Ireland",22/10/2015,"20 Hersil Wood, Knocklyon",Dublin 16,Dublin,550660.8,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,22/10/2015,"Knocklyon, Co. Dublin, Ireland",APPROXIMATE,53.2821873,-6.3162414,,"locality,political",South Dublin,Ballyboden,3002,Dublin,267013001
112611,2015,"20 Heywood Court, Northwood, Santry,Dublin,Ireland",06/05/2015,"20 Heywood Court, Northwood, Santry",Dublin 9,Dublin,99972,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06/05/2015,"Santry, Co. Dublin, Ireland",APPROXIMATE,53.3978924,-6.256171,,"locality,political",Dublin City,Ballymun C,2017,Dublin,268017011
112728,2015,"20 Park Avenue, Clongriffin Avenue, Dublin 13,Dublin,Ireland",14/09/2015,"20 Park Avenue, Clongriffin Avenue, Dublin 13",Dublin 13,Dublin,237885,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14/09/2015,"Dublin, Ireland",APPROXIMATE,53.3498053,-6.2603097,,"locality,political",Dublin City,North City,2075,Dublin,268106016
112753,2015,"20 Rossan Court, Waterville,Dublin,Ireland",11/12/2015,"20 Rossan Court, Waterville",Dublin 15,Dublin,298585.23,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11/12/2015,"20 The Coppice, Woodfarm Acres, Dublin 20, D20 RH68, Ireland",ROOFTOP,53.3532526,-6.3784709,D20 RH68,street_address,South Dublin,Palmerston West,3020,Dublin,267109013
112795,2015,"20 Stocking Well Close, Stocking Avenue, Rathfarnham,Dublin,Ireland",09/06/2015,"20 Stocking Well Close, Stocking Avenue, Rathfarnham",Dublin 16,Dublin,265000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09/06/2015,"Stocking Well Row, Ballycullen, Dublin, Ireland",GEOMETRIC_CENTER,53.2727917,-6.3193542,,route,South Dublin,Firhouse-Ballycullen,3012,Dublin,267085014/02
